cod_usuario,data_cadastro,faixa_etaria,cidade,estado
398777,2020-08-30,Entre 16 a 21 anos,Natividade da Serra,São Paulo
398892,2021-02-16,Entre 50 a 61 anos,Santa Cruz do Escalvado,Minas Gerais
399692,2019-06-20,Entre 10 a 15 anos,Getulina,São Paulo
400211,2020-08-25,Entre 62 a 70 anos,Valença do Piauí,Piauí
400458,2019-09-04,Entre 28 a 36 anos,Trombas,Goiás
400648,2020-08-03,Entre 37 a 49 anos,São Sebastião do Rio Preto,Minas Gerais
400752,2019-05-01,Entre 37 a 49 anos,Nova Ibiá,Bahia
401055,2020-09-06,Entre 16 a 21 anos,Anápolis,Goiás
401388,2020-11-11,Entre 22 a 27 anos,Itajobi,São Paulo
401761,2020-12-12,Entre 16 a 21 anos,Serrinha,Bahia
402652,2019-04-17,Mais de 70 anos,Santana do Cariri,Ceará
402895,2019-05-07,Entre 50 a 61 anos,Salvaterra,Pará
403101,2019-02-25,Entre 22 a 27 anos,Pancas,Espírito Santo
403238,2019-10-21,Entre 37 a 49 anos,Ipixuna do Pará,Pará
403483,2020-07-16,Entre 22 a 27 anos,Natividade da Serra,São Paulo
403530,2019-01-21,Entre 62 a 70 anos,Nova Europa,São Paulo
403559,2021-02-10,Entre 37 a 49 anos,Guaíra,São Paulo
403700,2021-06-06,Entre 10 a 15 anos,Pirajuí,São Paulo
403816,2020-10-21,Mais de 70 anos,Itaipulândia,Paraná
404005,2020-01-08,Entre 50 a 61 anos,Santa Luzia,Bahia
404127,2021-03-26,Entre 10 a 15 anos,Mantenópolis,Espírito Santo
404938,2021-03-11,Entre 22 a 27 anos,Esperantinópolis,Maranhão
405010,2019-01-30,Entre 62 a 70 anos,Luís Antônio,São Paulo
405371,2019-06-15,Entre 62 a 70 anos,Pranchita,Paraná
406008,2021-02-23,Entre 37 a 49 anos,Indiavaí,Mato Grosso
406231,2019-01-23,Entre 50 a 61 anos,Poá,São Paulo
406323,2020-04-22,Entre 28 a 36 anos,Aracati,Ceará
406417,2019-07-10,Entre 50 a 61 anos,Córrego do Ouro,Goiás
406684,2021-07-13,Entre 28 a 36 anos,Nova Roma do Sul,Rio Grande do Sul
407058,2019-03-20,Entre 28 a 36 anos,Uruçuca,Bahia
407236,2019-10-10,Entre 37 a 49 anos,Paripueira,Alagoas
408451,2021-07-08,Entre 16 a 21 anos,Bonito,Pernambuco
408872,2020-01-01,Entre 37 a 49 anos,Prudentópolis,Paraná
408985,2020-05-06,Entre 22 a 27 anos,Tapiratiba,São Paulo
409088,2021-03-25,Entre 37 a 49 anos,Imbé,Rio Grande do Sul
409378,2021-04-23,Entre 10 a 15 anos,Tarrafas,Ceará
409583,2020-04-01,Entre 28 a 36 anos,Santo André,Paraíba
409904,2020-07-18,Entre 28 a 36 anos,Maragogi,Alagoas
409916,2020-12-04,Entre 62 a 70 anos,São João do Cariri,Paraíba
411244,2021-01-06,Entre 62 a 70 anos,Remanso,Bahia
411745,2020-02-16,Mais de 70 anos,Lagoa dos Gatos,Pernambuco
411870,2019-05-10,Entre 28 a 36 anos,Novo Jardim,Tocantins
413261,2019-06-06,Entre 10 a 15 anos,Bodoquena,Mato Grosso do Sul
413276,2019-09-23,Entre 16 a 21 anos,Riachão das Neves,Bahia
414534,2020-07-10,Entre 50 a 61 anos,Paraguaçu,Minas Gerais
414655,2021-02-26,Entre 50 a 61 anos,Quinta do Sol,Paraná
414980,2021-04-24,Mais de 70 anos,Roca Sales,Rio Grande do Sul
415404,2021-03-04,Mais de 70 anos,Sebastião Barros,Piauí
415583,2021-06-20,Entre 62 a 70 anos,Telha,Sergipe
417190,2021-01-23,Entre 62 a 70 anos,Serra Azul,São Paulo
417374,2020-01-16,Entre 37 a 49 anos,Nova Bréscia,Rio Grande do Sul
417490,2019-08-06,Entre 10 a 15 anos,Gramado dos Loureiros,Rio Grande do Sul
417698,2021-02-13,Entre 10 a 15 anos,Ferros,Minas Gerais
417968,2021-06-15,Entre 62 a 70 anos,Dianópolis,Tocantins
418013,2021-02-11,Mais de 70 anos,Barcelos,Amazonas
418026,2020-01-01,Mais de 70 anos,Barcarena,Pará
418183,2019-11-05,Entre 28 a 36 anos,Tombos,Minas Gerais
418317,2019-06-21,Entre 50 a 61 anos,Potim,São Paulo
418382,2020-03-03,Entre 37 a 49 anos,Ibiá,Minas Gerais
419148,2021-01-09,Mais de 70 anos,Amapá do Maranhão,Maranhão
419622,2019-02-26,Entre 37 a 49 anos,São João da Urtiga,Rio Grande do Sul
419806,2021-05-05,Mais de 70 anos,Potirendaba,São Paulo
419821,2020-02-27,Entre 28 a 36 anos,Aiquara,Bahia
420722,2019-07-21,Entre 22 a 27 anos,Campo Azul,Minas Gerais
420905,2020-01-19,Entre 16 a 21 anos,Rio Negro,Mato Grosso do Sul
421327,2019-10-17,Mais de 70 anos,Monte Mor,São Paulo
422001,2021-06-25,Entre 37 a 49 anos,Papagaios,Minas Gerais
422515,2019-08-31,Entre 62 a 70 anos,Igrejinha,Rio Grande do Sul
423109,2021-02-02,Mais de 70 anos,Santa Luzia do Paruá,Maranhão
423988,2021-05-30,Mais de 70 anos,Caroebe,Roraima
424370,2019-08-05,Entre 62 a 70 anos,Paraguaçu Paulista,São Paulo
425117,2020-08-11,Entre 16 a 21 anos,Água Boa,Mato Grosso
425817,2020-08-24,Entre 50 a 61 anos,Coronel Bicaco,Rio Grande do Sul
425869,2019-05-11,Entre 10 a 15 anos,Votorantim,São Paulo
425903,2020-04-24,Entre 62 a 70 anos,Santo André,Paraíba
426781,2021-05-02,Entre 10 a 15 anos,Tobias Barreto,Sergipe
426965,2020-03-03,Entre 22 a 27 anos,Itaporã do Tocantins,Tocantins
427007,2020-11-23,Entre 62 a 70 anos,Artur Nogueira,São Paulo
427346,2021-01-10,Entre 16 a 21 anos,Bom Jesus do Tocantins,Tocantins
427724,2019-10-04,Entre 10 a 15 anos,Protásio Alves,Rio Grande do Sul
428037,2019-09-29,Entre 62 a 70 anos,Coxim,Mato Grosso do Sul
428257,2019-10-13,Entre 28 a 36 anos,Caicó,Rio Grande do Norte
428764,2020-03-27,Entre 10 a 15 anos,Mossâmedes,Goiás
429172,2019-07-08,Entre 50 a 61 anos,Vitória de Santo Antão,Pernambuco
429419,2020-06-28,Entre 28 a 36 anos,Toledo,Paraná
429602,2021-04-29,Entre 62 a 70 anos,Cordeiro,Rio de Janeiro
429738,2019-01-25,Entre 28 a 36 anos,Mauá,São Paulo
430223,2021-07-11,Mais de 70 anos,Marilândia,Espírito Santo
430621,2019-09-26,Entre 50 a 61 anos,Taperoá,Bahia
430626,2019-01-02,Entre 62 a 70 anos,Concórdia do Pará,Pará
430670,2019-11-14,Entre 22 a 27 anos,Horizontina,Rio Grande do Sul
431140,2020-07-18,Entre 62 a 70 anos,Pinheiro Machado,Rio Grande do Sul
431280,2019-02-01,Entre 22 a 27 anos,Liberdade,Minas Gerais
431389,2019-02-21,Entre 22 a 27 anos,Alto Piquiri,Paraná
431966,2021-07-19,Entre 28 a 36 anos,Ouro Verde,Santa Catarina
432432,2020-04-19,Entre 22 a 27 anos,Seara,Santa Catarina
432520,2021-02-15,Entre 22 a 27 anos,Seabra,Bahia
432712,2020-11-11,Entre 16 a 21 anos,Marabá Paulista,São Paulo
432824,2019-10-01,Entre 16 a 21 anos,Uruana de Minas,Minas Gerais
433384,2020-05-02,Entre 28 a 36 anos,Rio Bananal,Espírito Santo
433536,2019-11-05,Entre 22 a 27 anos,Itaú de Minas,Minas Gerais
434283,2021-03-05,Entre 22 a 27 anos,São Bento,Paraíba
434299,2019-11-28,Entre 37 a 49 anos,São Luís do Quitunde,Alagoas
434873,2020-12-03,Entre 50 a 61 anos,Nova Guataporanga,São Paulo
435063,2020-03-05,Mais de 70 anos,São Fernando,Rio Grande do Norte
435593,2020-05-30,Entre 22 a 27 anos,Ubarana,São Paulo
435885,2020-06-22,Entre 50 a 61 anos,Água Branca,Paraíba
435956,2019-12-31,Entre 22 a 27 anos,Ritápolis,Minas Gerais
435991,2020-06-14,Entre 16 a 21 anos,Cachoeirinha,Tocantins
436282,2019-09-20,Entre 50 a 61 anos,Nantes,São Paulo
438146,2020-02-04,Entre 62 a 70 anos,São Geraldo,Minas Gerais
438621,2019-10-28,Entre 37 a 49 anos,São Francisco,Sergipe
439201,2019-05-08,Entre 37 a 49 anos,São Carlos do Ivaí,Paraná
439786,2020-07-30,Entre 37 a 49 anos,Bonfinópolis,Goiás
440199,2020-12-13,Entre 37 a 49 anos,Malacacheta,Minas Gerais
440260,2021-01-20,Entre 22 a 27 anos,Penalva,Maranhão
440665,2021-03-30,Mais de 70 anos,Boquim,Sergipe
441142,2019-10-30,Entre 10 a 15 anos,Jaguaretama,Ceará
441269,2020-10-04,Entre 16 a 21 anos,Aquidabã,Sergipe
441746,2020-02-29,Entre 50 a 61 anos,Lauro de Freitas,Bahia
441869,2020-10-01,Entre 16 a 21 anos,Petrolândia,Santa Catarina
442410,2021-01-12,Entre 62 a 70 anos,João Pinheiro,Minas Gerais
442452,2019-12-13,Entre 62 a 70 anos,São João do Sabugi,Rio Grande do Norte
442711,2021-01-05,Entre 10 a 15 anos,Guaçuí,Espírito Santo
443386,2021-06-30,Entre 28 a 36 anos,Cajazeiras,Paraíba
443393,2019-04-21,Entre 37 a 49 anos,Jeceaba,Minas Gerais
443542,2020-03-07,Entre 16 a 21 anos,Selbach,Rio Grande do Sul
443624,2020-10-05,Entre 10 a 15 anos,Messias,Alagoas
444158,2019-05-27,Mais de 70 anos,Conceição da Feira,Bahia
444408,2020-01-25,Entre 10 a 15 anos,Araripe,Ceará
444413,2020-10-27,Entre 28 a 36 anos,Novo Horizonte do Oeste,Rondônia
444605,2020-06-22,Entre 16 a 21 anos,Nova Olinda,Tocantins
444788,2021-02-04,Entre 10 a 15 anos,Tremedal,Bahia
444931,2021-01-27,Entre 28 a 36 anos,Senador Canedo,Goiás
446281,2021-02-01,Entre 37 a 49 anos,Cachoeira do Arari,Pará
446939,2020-06-21,Entre 16 a 21 anos,Bela Cruz,Ceará
447122,2020-09-11,Mais de 70 anos,Juvenília,Minas Gerais
447165,2021-03-30,Entre 62 a 70 anos,Quirinópolis,Goiás
447502,2020-02-11,Entre 16 a 21 anos,Trabiju,São Paulo
447675,2019-11-12,Entre 28 a 36 anos,Paraguaçu,Minas Gerais
447866,2020-10-16,Entre 50 a 61 anos,Brejo de Areia,Maranhão
448293,2019-10-22,Entre 62 a 70 anos,Coluna,Minas Gerais
448929,2019-02-08,Entre 37 a 49 anos,Brejo de Areia,Maranhão
449805,2021-05-25,Entre 37 a 49 anos,Caçador,Santa Catarina
449863,2019-02-22,Entre 37 a 49 anos,Porciúncula,Rio de Janeiro
450051,2019-05-16,Entre 62 a 70 anos,Itiquira,Mato Grosso
450920,2020-03-09,Mais de 70 anos,Conchas,São Paulo
451101,2020-06-24,Entre 28 a 36 anos,Bom Princípio,Rio Grande do Sul
451575,2020-10-31,Entre 62 a 70 anos,Linha Nova,Rio Grande do Sul
452420,2021-07-01,Entre 10 a 15 anos,Águas de Chapecó,Santa Catarina
452655,2021-04-02,Entre 62 a 70 anos,Palmeiras de Goiás,Goiás
453608,2019-03-05,Mais de 70 anos,Itaituba,Pará
453630,2019-06-23,Entre 62 a 70 anos,Nortelândia,Mato Grosso
453743,2019-03-04,Entre 16 a 21 anos,Arapuá,Minas Gerais
454184,2020-05-04,Entre 50 a 61 anos,Tamboara,Paraná
454281,2020-04-09,Entre 16 a 21 anos,Mirandiba,Pernambuco
454762,2021-05-06,Entre 16 a 21 anos,Ibirataia,Bahia
454852,2019-07-05,Entre 62 a 70 anos,Forquilha,Ceará
455272,2019-10-06,Entre 62 a 70 anos,Macaíba,Rio Grande do Norte
456143,2021-02-20,Entre 37 a 49 anos,Rio Acima,Minas Gerais
456556,2021-04-01,Entre 16 a 21 anos,Trindade,Goiás
459467,2021-05-02,Entre 37 a 49 anos,Manoel Vitorino,Bahia
459507,2019-06-18,Entre 22 a 27 anos,Rio Brilhante,Mato Grosso do Sul
459739,2021-02-12,Entre 50 a 61 anos,Guaraciaba,Santa Catarina
459758,2020-05-31,Entre 37 a 49 anos,Caiçara do Rio do Vento,Rio Grande do Norte
460355,2020-06-08,Entre 10 a 15 anos,Tanguá,Rio de Janeiro
460404,2019-12-28,Entre 16 a 21 anos,Colinas,Maranhão
460449,2019-12-18,Entre 50 a 61 anos,Chapada Gaúcha,Minas Gerais
460686,2019-10-27,Entre 16 a 21 anos,Presidente Kennedy,Tocantins
460779,2019-01-26,Entre 62 a 70 anos,Águas de São Pedro,São Paulo
461132,2020-11-28,Entre 28 a 36 anos,Candeias,Bahia
461197,2020-01-30,Entre 62 a 70 anos,Catolé do Rocha,Paraíba
461482,2019-07-07,Entre 62 a 70 anos,Cachoeira de Minas,Minas Gerais
461662,2019-02-23,Entre 22 a 27 anos,Tracunhaém,Pernambuco
461687,2020-04-02,Entre 37 a 49 anos,Conde,Paraíba
461834,2021-07-27,Entre 62 a 70 anos,Fortim,Ceará
461888,2019-12-01,Entre 22 a 27 anos,Juazeirinho,Paraíba
462017,2019-08-30,Entre 16 a 21 anos,Sapucaia,Pará
462289,2019-11-28,Entre 62 a 70 anos,Cedro de São João,Sergipe
462293,2019-09-26,Mais de 70 anos,Sete Lagoas,Minas Gerais
462370,2020-10-19,Entre 62 a 70 anos,Bom Conselho,Pernambuco
463046,2019-04-24,Entre 50 a 61 anos,Holambra,São Paulo
463207,2020-04-03,Entre 62 a 70 anos,Dário Meira,Bahia
464619,2020-08-14,Entre 37 a 49 anos,Guaiúba,Ceará
464984,2021-05-10,Entre 28 a 36 anos,Tijucas do Sul,Paraná
465146,2021-04-27,Mais de 70 anos,Olho d'Água,Paraíba
465150,2019-04-18,Entre 50 a 61 anos,Ibaiti,Paraná
465179,2019-02-02,Entre 37 a 49 anos,Itacaré,Bahia
465305,2020-09-17,Entre 50 a 61 anos,Pinhalão,Paraná
465589,2019-09-13,Entre 50 a 61 anos,Madeiro,Piauí
465734,2019-02-28,Entre 62 a 70 anos,Quatiguá,Paraná
466136,2020-04-28,Entre 62 a 70 anos,Riacho Frio,Piauí
466245,2019-02-15,Entre 10 a 15 anos,Borba,Amazonas
466432,2021-01-11,Entre 37 a 49 anos,São Vicente,São Paulo
467151,2019-12-07,Entre 62 a 70 anos,Joaquim Távora,Paraná
467670,2021-02-03,Mais de 70 anos,Reginópolis,São Paulo
468160,2020-12-12,Entre 22 a 27 anos,Rio Real,Bahia
468602,2019-07-25,Entre 28 a 36 anos,São Roque do Canaã,Espírito Santo
468637,2021-01-20,Mais de 70 anos,Rio Verde,Goiás
469099,2021-05-28,Entre 37 a 49 anos,Jequeri,Minas Gerais
469482,2021-03-19,Entre 37 a 49 anos,Taió,Santa Catarina
469500,2019-05-16,Entre 50 a 61 anos,São Carlos do Ivaí,Paraná
470485,2021-03-30,Entre 62 a 70 anos,Água Boa,Mato Grosso
470974,2020-06-15,Entre 22 a 27 anos,Iaçu,Bahia
471009,2021-07-01,Entre 37 a 49 anos,Pajeú do Piauí,Piauí
471686,2019-03-17,Mais de 70 anos,Luís Correia,Piauí
471762,2020-05-09,Entre 50 a 61 anos,Diamante do Sul,Paraná
472749,2020-06-29,Entre 37 a 49 anos,Ouricuri,Pernambuco
473242,2019-10-29,Entre 50 a 61 anos,Corinto,Minas Gerais
473467,2021-01-29,Entre 22 a 27 anos,Lagoa da Canoa,Alagoas
474275,2019-01-23,Entre 22 a 27 anos,Cruzeiro da Fortaleza,Minas Gerais
474345,2020-04-20,Entre 50 a 61 anos,Canarana,Mato Grosso
474885,2020-11-28,Entre 10 a 15 anos,Governador Luiz Rocha,Maranhão
475025,2020-06-26,Entre 10 a 15 anos,Piquete,São Paulo
475188,2020-08-15,Entre 22 a 27 anos,Prata,Minas Gerais
475489,2020-10-03,Entre 37 a 49 anos,Barra do Quaraí,Rio Grande do Sul
475884,2019-12-18,Entre 50 a 61 anos,Pedro Afonso,Tocantins
476316,2019-06-13,Entre 10 a 15 anos,Conceição do Almeida,Bahia
476332,2019-04-08,Entre 16 a 21 anos,Messias,Alagoas
476675,2021-05-27,Entre 10 a 15 anos,Castilho,São Paulo
477012,2019-09-22,Mais de 70 anos,Itinga do Maranhão,Maranhão
477902,2019-06-29,Entre 16 a 21 anos,Santa Bárbara do Pará,Pará
478621,2021-07-04,Entre 28 a 36 anos,Ceres,Goiás
479125,2019-04-04,Mais de 70 anos,Chalé,Minas Gerais
479644,2019-10-05,Entre 37 a 49 anos,Calçoene,Amapá
479649,2019-05-04,Entre 28 a 36 anos,Tapiraí,São Paulo
481304,2019-08-10,Entre 28 a 36 anos,Mirante,Bahia
481493,2020-04-06,Entre 62 a 70 anos,Paulista,Paraíba
481736,2019-02-14,Mais de 70 anos,Glorinha,Rio Grande do Sul
481865,2019-08-09,Entre 22 a 27 anos,Itapé,Bahia
481977,2021-07-10,Entre 28 a 36 anos,Guaxupé,Minas Gerais
482296,2021-07-21,Entre 62 a 70 anos,Rurópolis,Pará
482341,2021-04-13,Entre 28 a 36 anos,Ronda Alta,Rio Grande do Sul
482860,2019-07-05,Mais de 70 anos,Nazarezinho,Paraíba
483493,2020-10-17,Entre 16 a 21 anos,Santa Inês,Maranhão
483531,2019-09-29,Entre 22 a 27 anos,Carambeí,Paraná
483596,2019-09-07,Entre 62 a 70 anos,Amontada,Ceará
483628,2021-01-05,Entre 50 a 61 anos,Caiçara,Paraíba
483740,2021-01-23,Entre 16 a 21 anos,Brejo Grande,Sergipe
484184,2021-04-05,Mais de 70 anos,Jaguaré,Espírito Santo
484876,2021-05-06,Entre 62 a 70 anos,Rubiácea,São Paulo
485002,2020-10-04,Entre 37 a 49 anos,Pedro Afonso,Tocantins
485130,2020-06-30,Entre 62 a 70 anos,Pão de Açúcar,Alagoas
485202,2019-01-20,Entre 10 a 15 anos,Ribeirão Preto,São Paulo
486777,2021-02-13,Mais de 70 anos,Campos Altos,Minas Gerais
487122,2020-01-08,Entre 10 a 15 anos,Riacho das Almas,Pernambuco
487608,2020-01-17,Mais de 70 anos,Mirassol d'Oeste,Mato Grosso
487760,2021-06-05,Entre 22 a 27 anos,General Carneiro,Paraná
488046,2019-04-26,Entre 16 a 21 anos,Tocantínia,Tocantins
488662,2019-01-21,Entre 37 a 49 anos,Areia de Baraúnas,Paraíba
488673,2021-06-27,Entre 10 a 15 anos,São Caetano de Odivelas,Pará
489206,2020-07-16,Entre 10 a 15 anos,Dirceu Arcoverde,Piauí
489582,2020-12-20,Entre 50 a 61 anos,Santana do Deserto,Minas Gerais
490429,2019-03-22,Entre 22 a 27 anos,Ponte Preta,Rio Grande do Sul
490773,2021-07-18,Mais de 70 anos,União da Vitória,Paraná
490910,2019-08-23,Entre 16 a 21 anos,Viçosa,Rio Grande do Norte
490997,2020-06-14,Entre 62 a 70 anos,Água Clara,Mato Grosso do Sul
492461,2020-11-04,Entre 37 a 49 anos,Joaçaba,Santa Catarina
492980,2019-10-16,Entre 10 a 15 anos,São Martinho,Rio Grande do Sul
494452,2021-05-04,Entre 22 a 27 anos,São Mamede,Paraíba
494603,2021-04-11,Entre 37 a 49 anos,Juquiá,São Paulo
494617,2019-09-29,Mais de 70 anos,Xinguara,Pará
495618,2020-02-01,Entre 10 a 15 anos,Porto Nacional,Tocantins
496195,2020-11-03,Entre 50 a 61 anos,Aparecida,São Paulo
496304,2019-01-27,Entre 10 a 15 anos,Ouro Verde de Minas,Minas Gerais
497046,2020-12-30,Entre 16 a 21 anos,Jijoca de Jericoacoara,Ceará
497376,2019-10-17,Entre 50 a 61 anos,Ibertioga,Minas Gerais
497791,2019-12-22,Entre 50 a 61 anos,Barra do Guarita,Rio Grande do Sul
497810,2021-07-04,Entre 37 a 49 anos,Marzagão,Goiás
497855,2021-02-19,Entre 50 a 61 anos,Ouro Preto,Minas Gerais
498350,2021-04-06,Entre 16 a 21 anos,Novo Horizonte,Santa Catarina
498477,2020-05-25,Entre 10 a 15 anos,Anita Garibaldi,Santa Catarina
498821,2021-05-31,Entre 22 a 27 anos,Monteiro,Paraíba
499149,2019-08-16,Entre 50 a 61 anos,Camaragibe,Pernambuco
499508,2020-12-26,Entre 28 a 36 anos,Maringá,Paraná
69727,2020-04-24,Mais de 70 anos,Taipu,Rio Grande do Norte
56035,2019-03-03,Mais de 70 anos,Chavantes,São Paulo
42580,2020-03-12,Entre 37 a 49 anos,Lobato,Paraná
70323,2021-07-27,Entre 10 a 15 anos,Nova Olímpia,Paraná
69089,2018-07-10,Entre 10 a 15 anos,Divinésia,Minas Gerais
73396,2018-01-22,Mais de 70 anos,Itumirim,Minas Gerais
66682,2019-12-25,Entre 62 a 70 anos,Feira Grande,Alagoas
29963,2018-08-07,Entre 16 a 21 anos,Santa Helena,Paraná
27670,2019-11-25,Entre 37 a 49 anos,Anhembi,São Paulo
2340,2019-07-31,Entre 37 a 49 anos,Araguaiana,Mato Grosso
33908,2021-07-23,Entre 50 a 61 anos,Cerro Grande do Sul,Rio Grande do Sul
14950,2019-11-11,Entre 50 a 61 anos,Ocara,Ceará
58221,2020-01-15,Entre 28 a 36 anos,Vitor Meireles,Santa Catarina
28208,2020-04-30,Entre 22 a 27 anos,Batatais,São Paulo
77531,2020-07-13,Entre 16 a 21 anos,Papagaios,Minas Gerais
13416,2018-09-27,Entre 62 a 70 anos,Lagarto,Sergipe
29606,2018-06-14,Entre 50 a 61 anos,Jangada,Mato Grosso
30250,2020-01-13,Entre 16 a 21 anos,Ibirapuitã,Rio Grande do Sul
26869,2018-02-15,Entre 28 a 36 anos,Ariranha,São Paulo
54664,2020-12-22,Entre 50 a 61 anos,Santa Helena de Minas,Minas Gerais
37584,2020-04-27,Entre 10 a 15 anos,Belo Vale,Minas Gerais
19940,2019-02-27,Entre 62 a 70 anos,Pequeri,Minas Gerais
30541,2018-10-10,Entre 50 a 61 anos,Caiabu,São Paulo
60550,2021-06-28,Entre 37 a 49 anos,Recife,Pernambuco
24411,2019-02-09,Entre 37 a 49 anos,São Francisco de Assis,Rio Grande do Sul
27343,2018-02-12,Entre 10 a 15 anos,Palmitinho,Rio Grande do Sul
87943,2020-09-28,Entre 16 a 21 anos,Águas de São Pedro,São Paulo
8729,2019-01-03,Entre 16 a 21 anos,Içara,Santa Catarina
84665,2020-02-23,Entre 50 a 61 anos,Vigia,Pará
22711,2018-11-19,Entre 37 a 49 anos,Gravatá,Pernambuco
12355,2020-03-10,Entre 62 a 70 anos,Itauçu,Goiás
21163,2021-04-01,Entre 50 a 61 anos,Santa Maria,Rio Grande do Norte
7312,2018-12-27,Mais de 70 anos,Belém do Piauí,Piauí
56445,2021-05-29,Entre 22 a 27 anos,Canelinha,Santa Catarina
89115,2019-11-14,Entre 62 a 70 anos,Cabaceiras,Paraíba
63806,2019-08-30,Entre 62 a 70 anos,Divinolândia de Minas,Minas Gerais
86626,2019-01-01,Entre 16 a 21 anos,Carmésia,Minas Gerais
81472,2020-07-04,Entre 10 a 15 anos,Utinga,Bahia
71662,2018-11-09,Entre 22 a 27 anos,Ouro Branco,Minas Gerais
44183,2020-10-14,Entre 16 a 21 anos,Sumaré,São Paulo
24144,2018-12-04,Entre 28 a 36 anos,Montividiu do Norte,Goiás
62581,2020-05-08,Entre 50 a 61 anos,Araguatins,Tocantins
55746,2020-02-14,Entre 16 a 21 anos,Cutias,Amapá
37781,2020-02-07,Entre 62 a 70 anos,Martinópole,Ceará
48519,2018-09-01,Entre 22 a 27 anos,Caturité,Paraíba
74490,2018-10-19,Entre 22 a 27 anos,Poranga,Ceará
30367,2018-06-09,Entre 16 a 21 anos,Palhoça,Santa Catarina
58768,2018-10-23,Mais de 70 anos,Alpinópolis,Minas Gerais
6669,2019-10-30,Entre 62 a 70 anos,Jaraguari,Mato Grosso do Sul
25269,2020-07-02,Entre 22 a 27 anos,Olímpia,São Paulo
57074,2018-09-28,Entre 28 a 36 anos,Planalto,Rio Grande do Sul
32322,2019-10-16,Entre 37 a 49 anos,Fernandópolis,São Paulo
78390,2019-05-30,Entre 16 a 21 anos,Monte Santo do Tocantins,Tocantins
71260,2020-12-04,Entre 10 a 15 anos,Agrolândia,Santa Catarina
22011,2020-04-05,Entre 62 a 70 anos,Cafarnaum,Bahia
54431,2018-04-11,Entre 16 a 21 anos,Canaã dos Carajás,Pará
37905,2018-07-18,Entre 22 a 27 anos,Sant'Ana do Livramento,Rio Grande do Sul
72287,2020-07-06,Entre 28 a 36 anos,Queluz,São Paulo
69190,2018-11-09,Entre 28 a 36 anos,Orizona,Goiás
77734,2021-05-06,Entre 10 a 15 anos,Nova Independência,São Paulo
35672,2018-03-07,Entre 62 a 70 anos,Tanabi,São Paulo
6523,2020-07-10,Entre 16 a 21 anos,Mirabela,Minas Gerais
43854,2018-02-07,Entre 10 a 15 anos,Paes Landim,Piauí
80588,2018-05-11,Entre 16 a 21 anos,Governador Eugênio Barros,Maranhão
31465,2021-06-25,Entre 37 a 49 anos,Paes Landim,Piauí
25815,2018-12-11,Entre 10 a 15 anos,Santa Cruz Cabrália,Bahia
93053,2020-01-26,Entre 16 a 21 anos,Cafarnaum,Bahia
60003,2019-10-13,Mais de 70 anos,Várzea Nova,Bahia
18026,2019-12-16,Entre 50 a 61 anos,Itapecuru Mirim,Maranhão
23713,2018-03-20,Entre 16 a 21 anos,Itaberaba,Bahia
97742,2018-06-18,Entre 62 a 70 anos,Macuco,Rio de Janeiro
26427,2020-08-26,Entre 28 a 36 anos,São Vicente de Minas,Minas Gerais
59653,2021-06-25,Entre 28 a 36 anos,Selvíria,Mato Grosso do Sul
45273,2021-06-21,Entre 22 a 27 anos,Guaratinga,Bahia
81917,2020-01-13,Entre 16 a 21 anos,Cornélio Procópio,Paraná
12836,2018-06-13,Entre 28 a 36 anos,Boa Vista do Tupim,Bahia
85979,2021-05-05,Entre 16 a 21 anos,São José do Calçado,Espírito Santo
54000,2018-02-13,Entre 10 a 15 anos,Ibititá,Bahia
67264,2018-01-03,Entre 28 a 36 anos,Santa Maria Madalena,Rio de Janeiro
32849,2020-03-16,Entre 28 a 36 anos,Tobias Barreto,Sergipe
92949,2020-02-26,Entre 10 a 15 anos,São José do Goiabal,Minas Gerais
80279,2020-10-12,Entre 10 a 15 anos,Matinha,Maranhão
19949,2020-10-25,Entre 10 a 15 anos,Caaporã,Paraíba
42911,2020-01-02,Entre 22 a 27 anos,Congonhinhas,Paraná
60988,2018-01-12,Entre 50 a 61 anos,João Dourado,Bahia
24898,2020-09-30,Entre 50 a 61 anos,Ipirá,Bahia
2669,2019-11-12,Mais de 70 anos,Belém de Maria,Pernambuco
42826,2021-06-17,Mais de 70 anos,Pedra,Pernambuco
47364,2020-11-10,Entre 10 a 15 anos,Cajari,Maranhão
29549,2020-07-22,Entre 28 a 36 anos,Lidianópolis,Paraná
14774,2019-04-20,Entre 22 a 27 anos,Tomé-Açu,Pará
74266,2020-04-10,Entre 10 a 15 anos,Capela,Alagoas
58283,2018-05-04,Entre 62 a 70 anos,São Francisco de Assis do Piauí,Piauí
52659,2019-05-14,Entre 37 a 49 anos,Wenceslau Braz,Paraná
77511,2019-11-22,Entre 62 a 70 anos,Pedrinhas,Sergipe
70941,2019-05-25,Mais de 70 anos,Pedra do Anta,Minas Gerais
91973,2020-01-12,Entre 28 a 36 anos,Cesário Lange,São Paulo
40268,2019-10-21,Entre 37 a 49 anos,Sarutaiá,São Paulo
